p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
0	0.655636122267536	1	0.964	0	Basal Tgm2+	Rps23
0	0.674978336884654	1	0.968	0	Basal Tgm2+	Rps16
0	0.718577489798444	1	0.968	0	Basal Tgm2+	Rps10
0	0.740484297500186	0.999	0.968	0	Basal Tgm2+	Rps27
0	0.659526210269837	0.999	0.968	0	Basal Tgm2+	Rps9
0	0.610507127303676	0.999	0.968	0	Basal Tgm2+	Rpl27a
0	0.661426328473167	1	0.97	0	Basal Tgm2+	Rplp0
0	0.671569681312261	1	0.971	0	Basal Tgm2+	Rpl32
0	0.708362071053989	0.999	0.97	0	Basal Tgm2+	Rps12
0	0.686168848764969	1	0.973	0	Basal Tgm2+	Rpl18a
0	0.708284518287114	1	0.973	0	Basal Tgm2+	Rpsa
0	0.629033644238444	1	0.974	0	Basal Tgm2+	Rpl37a
0	0.604988221255338	1	0.974	0	Basal Tgm2+	Uba52
0	0.621710805638933	1	0.974	0	Basal Tgm2+	Rpl37
0	0.577154961628088	1	0.975	0	Basal Tgm2+	Rpl18
0	0.738464061871277	1	0.975	0	Basal Tgm2+	Rps24
0	0.622977308501597	1	0.977	0	Basal Tgm2+	Rpl11
0	0.576233584058428	0.999	0.976	0	Basal Tgm2+	Rps26
0	0.575576536783311	1	0.977	0	Basal Tgm2+	Rpl19
0	0.564109428994296	0.999	0.976	0	Basal Tgm2+	Rpl36
0	0.667545271445531	1	0.979	0	Basal Tgm2+	Rps20
0	0.569183921393081	1	0.979	0	Basal Tgm2+	Gm10076
0	0.555301404273658	1	0.979	0	Basal Tgm2+	Fau
0	0.663262509934346	1	0.98	0	Basal Tgm2+	Rpl23
0	0.596081413732319	1	0.981	0	Basal Tgm2+	Rpl28
0	0.693203987507086	1	0.982	0	Basal Tgm2+	Rplp1
0	0.722607256441108	1	0.983	0	Basal Tgm2+	Rps8
0	0.76073438590374	1	0.986	0	Basal Tgm2+	Rpl13
0	0.646152543450889	1	0.991	0	Basal Tgm2+	Eef1a1
4.12600769729628E-304	0.95930071664068	0.972	0.819	7.16109895942742E-300	Basal Tgm2+	Gclm
7.0878606408754E-300	0.893839268995242	0.993	0.744	1.23016909283034E-295	Basal Tgm2+	Igfbp7
1.75539424540444E-299	0.667828051283816	0.999	0.964	3.04666225232395E-295	Basal Tgm2+	Eef2
1.86656700250138E-294	0.541694673902922	1	0.968	3.23961368954139E-290	Basal Tgm2+	Rps29
8.04249878966044E-290	1.05330454802384	0.915	0.552	1.39585608993347E-285	Basal Tgm2+	Trp63
2.4319737580174E-286	1.08276018363694	0.941	0.721	4.22093365441501E-282	Basal Tgm2+	Tsc22d3
3.68490968497353E-282	0.822617961123615	1	0.754	6.39552924924005E-278	Basal Tgm2+	Krt5
1.24897103440327E-281	1.283108904613	0.841	0.497	2.16771412731032E-277	Basal Tgm2+	Crlf1
4.94950953396049E-280	0.82204862417395	0.981	0.845	8.59036874714183E-276	Basal Tgm2+	Wls
2.81793273189202E-278	0.569178694274282	0.999	0.956	4.89080404947179E-274	Basal Tgm2+	Rpl14
3.04511198830443E-278	0.886539973914673	0.982	0.721	5.28509636690117E-274	Basal Tgm2+	Dapl1
5.987707009644E-278	1.01206287073165	0.928	0.589	1.03922642859381E-273	Basal Tgm2+	Ptn
1.51448908560049E-273	0.534672609006783	1	0.959	2.62854725696821E-269	Basal Tgm2+	Rpl24
2.87360180027761E-268	0.58916298028517	1	0.943	4.98742328456182E-264	Basal Tgm2+	Rpl15
1.81604773157471E-267	0.496753354910292	1	0.968	3.15193244292107E-263	Basal Tgm2+	Rplp2
1.87101496032464E-263	0.485456428246015	1	0.972	3.24733356513944E-259	Basal Tgm2+	Rps11
2.12714419434432E-262	1.07120761796525	0.89	0.554	3.69187146370399E-258	Basal Tgm2+	Pdpn
6.04132775939051E-260	1.50321291660475	0.584	0.233	1.04853284591982E-255	Basal Tgm2+	Gfra1
1.86290380552396E-258	0.572471806229302	1	0.946	3.23325584486739E-254	Basal Tgm2+	Rpl7a
4.54484568652668E-255	1.08009993857077	0.883	0.655	7.88803417353571E-251	Basal Tgm2+	Wwp1
1.05659342181541E-254	0.544645841218259	0.999	0.951	1.83382354290283E-250	Basal Tgm2+	Naca
2.59520245972074E-253	2.01625369750758	0.649	0.337	4.50423338909132E-249	Basal Tgm2+	Apoc1
1.38310888214512E-252	1.2519930462858	0.815	0.533	2.40052377585107E-248	Basal Tgm2+	Lgals9
3.26580197289394E-249	1.95424805798608	0.329	0.078	5.66812590415473E-245	Basal Tgm2+	Tenm2
2.10158435705128E-248	0.581665872914098	0.996	0.94	3.6475098100982E-244	Basal Tgm2+	Rpl4
2.27742403146221E-247	0.462724994110199	1	0.986	3.95269714900582E-243	Basal Tgm2+	Tpt1
8.39633773335376E-247	0.964104448873468	0.911	0.613	1.45726837700088E-242	Basal Tgm2+	Pltp
1.39126574452975E-246	0.610313656676842	0.998	0.908	2.41468082620584E-242	Basal Tgm2+	Eif3f
4.78644945437898E-244	0.535139815957436	1	0.948	8.30736167302016E-240	Basal Tgm2+	Rpl22
7.8032169110837E-235	0.63332695428132	0.996	0.905	1.35432632708769E-230	Basal Tgm2+	Rpl5
2.68813541673579E-234	1.21498084987931	0.71	0.357	4.66552782928664E-230	Basal Tgm2+	Nrg2
3.85802568739346E-234	0.729471648926756	0.994	0.862	6.69598938304009E-230	Basal Tgm2+	Glul
9.16266341815526E-234	0.637228581962929	0.991	0.89	1.59027186285503E-229	Basal Tgm2+	Rpl9
9.34474229203471E-233	1.10432106377572	0.733	0.348	1.62187347220554E-228	Basal Tgm2+	Wnt10a
8.03756654563774E-231	1.39691830280408	0.61	0.269	1.39500004966089E-226	Basal Tgm2+	Ndrg1
1.62643461413324E-230	0.553431061870863	0.997	0.94	2.82283991628965E-226	Basal Tgm2+	Rpl21
1.89592846681725E-228	1.52235771455565	0.554	0.228	3.29057344700802E-224	Basal Tgm2+	Klf15
2.82031553805732E-228	0.861326739070757	0.88	0.564	4.89493964785228E-224	Basal Tgm2+	Grid2
9.85808368458606E-227	0.624357869178696	0.995	0.921	1.71096900429676E-222	Basal Tgm2+	Npm1
3.53633419431955E-226	1.66978686761515	0.418	0.135	6.13766162766101E-222	Basal Tgm2+	Arhgap24
6.82828896621486E-226	0.470632161341945	0.999	0.967	1.18511783297625E-221	Basal Tgm2+	Rpl38
4.20785233372348E-225	1.16629524312522	0.822	0.499	7.30314851041047E-221	Basal Tgm2+	Mt2
1.54826123631183E-223	1.05894039413097	0.83	0.532	2.68716220174281E-219	Basal Tgm2+	Prss23
3.76900911100467E-223	0.701697529623245	0.988	0.885	6.5414922130597E-219	Basal Tgm2+	Wnt4
6.14937040358886E-221	0.442629288025033	1	0.964	1.06728472724688E-216	Basal Tgm2+	Rpl27
1.91055785692E-215	0.875998287134135	0.919	0.716	3.31596421647036E-211	Basal Tgm2+	Itm2c
1.42497095853457E-211	1.01845410322861	0.789	0.442	2.4731795956326E-207	Basal Tgm2+	Defb1
2.43372466847831E-206	0.838171607658699	0.838	0.45	4.22397253461095E-202	Basal Tgm2+	Krt14
4.03215359374149E-205	0.973142118616981	0.741	0.383	6.99820577729772E-201	Basal Tgm2+	Jag2
6.12019773002342E-204	2.06651671909825	0.233	0.048	1.06222151802286E-199	Basal Tgm2+	Sdk1
6.78083156388604E-201	0.481364417109135	1	0.941	1.17688112622806E-196	Basal Tgm2+	Rps13
8.20595376521106E-197	3.48000557491792	0.136	0.015	1.42422533549003E-192	Basal Tgm2+	Ager
5.22442182077256E-196	1.39370640857984	0.534	0.236	9.06750651213286E-192	Basal Tgm2+	Eda
1.01598066639802E-194	0.532286423108724	0.993	0.916	1.7633360446004E-190	Basal Tgm2+	Rpl35a
4.64786934577655E-194	0.83483894787563	0.889	0.649	8.06684203652979E-190	Basal Tgm2+	Hspb8
2.91343948816779E-193	1.0702411971272	0.759	0.452	5.05656557566401E-189	Basal Tgm2+	Zfp36l2
3.0608591673803E-193	0.933190136972001	0.959	0.779	5.31242717090526E-189	Basal Tgm2+	Mt1
5.74190775358816E-191	2.03861582525928	0.262	0.064	9.96565509712761E-187	Basal Tgm2+	Gria4
2.32793496968172E-190	0.485818866539594	0.998	0.945	4.04036393337959E-186	Basal Tgm2+	Rps15
4.15370302198577E-190	3.40558222911429	0.118	0.011	7.2091669649585E-186	Basal Tgm2+	Hgf
1.15821097824616E-186	0.657043290568347	0.969	0.832	2.01019097384403E-182	Basal Tgm2+	Eef1g
1.20449496822341E-186	1.596368485765	0.497	0.209	2.09052146684856E-182	Basal Tgm2+	Timp3
2.58672385070095E-185	2.05419424809982	0.316	0.095	4.48951791527657E-181	Basal Tgm2+	Wnt6
2.25185058935316E-183	0.679562212065149	0.968	0.8	3.90831188288135E-179	Basal Tgm2+	Ckmt1
5.24833969933375E-183	1.11964116197824	0.706	0.416	9.10901838216365E-179	Basal Tgm2+	Marcks
7.19470196387154E-181	1.75354241771711	0.428	0.167	1.24871247284954E-176	Basal Tgm2+	Ces2e
3.81125242241235E-180	1.07985590656713	0.747	0.461	6.61480970433888E-176	Basal Tgm2+	Sfrp1
2.61204536182145E-178	0.561063735495745	0.985	0.888	4.53346592997731E-174	Basal Tgm2+	Cnot6
2.56784065281461E-177	0.905319693866777	0.835	0.574	4.45674423702503E-173	Basal Tgm2+	Gm9750
1.08586788094867E-173	0.536817870321841	0.999	0.954	1.8846322941745E-169	Basal Tgm2+	Gstm2
8.00125782252342E-173	0.89136392713822	0.82	0.553	1.38869830767716E-168	Basal Tgm2+	Ltbp4
2.09356345918149E-172	0.807921531019194	0.956	0.862	3.63358873975539E-168	Basal Tgm2+	B2m
1.77749009473968E-170	0.941987208681304	0.805	0.571	3.08501180843018E-166	Basal Tgm2+	Sh3glb2
4.29062198477237E-170	1.73609036440539	0.28	0.078	7.44680351677092E-166	Basal Tgm2+	Papln
1.11515229089047E-169	1.1644192165338	0.799	0.547	1.9354583160695E-165	Basal Tgm2+	Egr1
4.656920924776E-166	3.45483716028649	0.115	0.013	8.08255195704123E-162	Basal Tgm2+	Vcam1
1.45082268209132E-164	0.577534039395292	0.977	0.851	2.51804784703769E-160	Basal Tgm2+	Eif3h
7.0954094738305E-164	1.68538368047997	0.403	0.16	1.23147926827802E-159	Basal Tgm2+	Pdk4
5.91165598013643E-163	0.469084186403648	0.996	0.929	1.02602701191248E-158	Basal Tgm2+	Rps25
3.61351686529346E-161	1.88135049322356	0.303	0.095	6.27161987140332E-157	Basal Tgm2+	Il1r2
4.06691998037411E-161	0.562415355820101	0.98	0.867	7.05854631793731E-157	Basal Tgm2+	Eef1d
9.24449762801173E-161	2.80811451616461	0.133	0.019	1.60447500831772E-156	Basal Tgm2+	Sostdc1
2.38726818247254E-160	1.18285860072135	0.548	0.27	4.14334265749934E-156	Basal Tgm2+	Epb41l3
1.15474800761013E-157	1.37402637978333	0.385	0.143	2.00418064200814E-153	Basal Tgm2+	Sgcd
1.56584219334089E-157	0.720553530047351	0.896	0.712	2.71767571076244E-153	Basal Tgm2+	Cox7a2l
1.95034243714883E-157	0.740405600672509	0.868	0.663	3.3850143339155E-153	Basal Tgm2+	Nxn
8.45459356870075E-156	2.52014434945643	0.164	0.03	1.4673792597837E-151	Basal Tgm2+	1110032F04Rik
1.39281972455083E-155	0.750375400471237	0.901	0.676	2.41737791393042E-151	Basal Tgm2+	Gas6
6.70777250543719E-155	1.1439373331976	0.542	0.263	1.16420099604368E-150	Basal Tgm2+	Mir205hg
7.75468082665168E-154	1.40260239655763	0.467	0.212	1.34590240427367E-149	Basal Tgm2+	Klhdc8b
4.43898898749922E-152	1.18412280786367	0.544	0.275	7.70430928670364E-148	Basal Tgm2+	Phgdh
8.19787874231528E-152	1.4819408450042	0.359	0.133	1.42282383451624E-147	Basal Tgm2+	Tenm3
1.97810815433511E-151	0.985338056436049	0.697	0.417	3.43320451266401E-147	Basal Tgm2+	Cdo1
2.51255847679579E-151	0.482481015482558	0.988	0.916	4.36079649232678E-147	Basal Tgm2+	Rpl17
4.96123775828749E-151	0.610689628175544	0.881	0.667	8.61072425328377E-147	Basal Tgm2+	Rbms3
7.74845473009931E-151	0.46794642413313	0.988	0.926	1.34482180295604E-146	Basal Tgm2+	Rpl31
8.72838586238983E-151	1.23723402144852	0.46	0.198	1.51489865027638E-146	Basal Tgm2+	Dll1
5.5010203224487E-150	1.06917468379014	0.627	0.363	9.54757087164196E-146	Basal Tgm2+	Eid1
5.10573339081193E-149	0.682067274080879	0.897	0.719	8.86151087309318E-145	Basal Tgm2+	Gm10260
1.30730820533152E-147	1.14171896439807	0.584	0.32	2.26896412117338E-143	Basal Tgm2+	Rgs10
1.5558549873289E-145	2.98857248247449	0.127	0.019	2.70034191600805E-141	Basal Tgm2+	Ang5
2.31702451648046E-144	1.15302204296462	0.43	0.183	4.02142775080348E-140	Basal Tgm2+	Ano4
1.63754834509013E-143	1.41669188103096	0.489	0.242	2.84212890773843E-139	Basal Tgm2+	Arhgdib
3.82444957615338E-142	1.24330292852683	0.485	0.226	6.6377146843718E-138	Basal Tgm2+	Gdpd2
1.18329559442086E-140	0.469226368885103	0.989	0.91	2.05372783367684E-136	Basal Tgm2+	Pfdn5
3.07918949630894E-140	2.05058029326906	0.151	0.028	5.34424128979379E-136	Basal Tgm2+	Col8a1
1.42991374408073E-139	0.840829486875165	0.77	0.525	2.48175829422651E-135	Basal Tgm2+	1110038B12Rik
2.07523161823159E-138	3.41758689296315	0.151	0.029	3.60177199660276E-134	Basal Tgm2+	Ccl20
1.24141478683998E-137	0.372945756304424	1	0.948	2.15459950403946E-133	Basal Tgm2+	Cox4i1
9.56717663809551E-137	0.827612706665751	0.799	0.579	1.66047917730786E-132	Basal Tgm2+	Pdgfa
4.01278864841057E-135	0.410021666697364	0.994	0.938	6.96459597818138E-131	Basal Tgm2+	Rps17
1.88077227193289E-134	0.906009285907798	0.702	0.447	3.26426835516673E-130	Basal Tgm2+	Sesn1
1.85030848705612E-132	0.429156001011542	0.996	0.917	3.21139541013461E-128	Basal Tgm2+	Atp5g2
9.03599517387434E-132	0.686247656574391	0.796	0.506	1.56828732237763E-127	Basal Tgm2+	Lamb3
1.10161319557256E-131	1.77864118943287	0.272	0.091	1.91195986223573E-127	Basal Tgm2+	Acot1
3.40362853625636E-131	1.45601737200527	0.397	0.175	5.90733768752655E-127	Basal Tgm2+	Synpr
8.69728722852662E-131	2.00715275425637	0.334	0.133	1.50950117138308E-126	Basal Tgm2+	Serpine2
1.17135966718741E-130	1.30885063758182	0.432	0.199	2.03301183837047E-126	Basal Tgm2+	Ptgs1
1.67666037456405E-130	0.525237981735839	0.981	0.876	2.91001174609337E-126	Basal Tgm2+	Ctsl
2.0855611385812E-130	0.565084296358094	0.871	0.586	3.61969991212152E-126	Basal Tgm2+	Sparc
7.16971215562038E-129	2.24306156943217	0.15	0.03	1.24437524172947E-124	Basal Tgm2+	Slc47a1
2.58185602336975E-127	0.589232125958597	0.947	0.771	4.48106931416054E-123	Basal Tgm2+	Phlda3
2.03998864672125E-126	1.85467747782816	0.242	0.076	3.5406042952494E-122	Basal Tgm2+	Angptl4
2.9741463594882E-126	2.45082207056427	0.125	0.022	5.16192842152773E-122	Basal Tgm2+	Nrep
5.06228503929142E-126	0.895528631171048	0.658	0.408	8.78610191419419E-122	Basal Tgm2+	Hlf
2.17682242370146E-124	2.67260500148017	0.098	0.013	3.77809299857625E-120	Basal Tgm2+	Gpm6a
4.32197827587549E-124	0.480905107836977	0.982	0.891	7.5012254956095E-120	Basal Tgm2+	Rpl22l1
6.56943272635273E-123	0.984231436447184	0.496	0.253	1.14019074398578E-118	Basal Tgm2+	Gna14
2.18963725815191E-122	0.540611840891785	0.953	0.87	3.80033442524845E-118	Basal Tgm2+	Aplp2
1.77981840429596E-119	0.382990271478581	1	0.981	3.08905282249607E-115	Basal Tgm2+	Krt15
5.09817063556615E-119	0.666557629479608	0.853	0.639	8.84838495508862E-115	Basal Tgm2+	Marcksl1
2.79962379291432E-118	0.731302741638764	0.765	0.553	4.85902705498209E-114	Basal Tgm2+	Pik3r1
3.09714476505595E-118	0.488649657026787	0.999	0.955	5.37540445423111E-114	Basal Tgm2+	Ifitm3
4.81965063525174E-118	0.84177230801834	0.63	0.386	8.36498564254292E-114	Basal Tgm2+	Dapk1
5.35412151455845E-118	0.448942160863961	0.98	0.925	9.29261330066764E-114	Basal Tgm2+	Atp1a1
1.18690467740555E-117	0.760068257368449	0.747	0.513	2.05999175810508E-113	Basal Tgm2+	Tmem64
1.93978433417629E-117	0.854479290801718	0.714	0.494	3.36668969039637E-113	Basal Tgm2+	Degs1
8.23546504533582E-117	0.678347668420565	0.827	0.646	1.42934731326848E-112	Basal Tgm2+	Vkorc1
8.3921749325975E-117	0.513386125151357	0.956	0.823	1.45654588130162E-112	Basal Tgm2+	Uqcrc1
8.28930790622325E-116	1.01769821891467	0.438	0.207	1.43869228020411E-111	Basal Tgm2+	Tns1
1.57432648925616E-115	0.829260503951056	0.705	0.491	2.73240105475299E-111	Basal Tgm2+	Sorbs3
1.42146703705281E-114	0.643327625095226	0.905	0.772	2.46709818950885E-110	Basal Tgm2+	Slc3a2
2.39131907515368E-113	1.11372909583622	0.432	0.207	4.15037338683672E-109	Basal Tgm2+	Htra1
6.05606824740623E-113	0.429203773571059	0.991	0.91	1.05109120501982E-108	Basal Tgm2+	Pabpc1
3.61395286559101E-112	0.624039196677463	0.858	0.686	6.27237659351976E-108	Basal Tgm2+	Eif4b
4.98094236994457E-112	0.529347689703898	0.93	0.731	8.64492357727579E-108	Basal Tgm2+	Rnase4
5.60839534272552E-112	1.23425773947682	0.376	0.167	9.73393095683442E-108	Basal Tgm2+	Phospho1
6.33259248452558E-112	0.814293529384697	0.701	0.465	1.09908475161426E-107	Basal Tgm2+	Ugt2b34
2.12394979355826E-111	1.48017721047663	0.294	0.115	3.68632726169971E-107	Basal Tgm2+	Susd4
1.33696559348298E-110	2.63863981741632	0.093	0.013	2.32043748404907E-106	Basal Tgm2+	Unc13c
7.3513006851941E-110	0.882382024126342	0.673	0.47	1.27589174692229E-105	Basal Tgm2+	Tspan3
1.72100252979528E-109	1.78714748028087	0.217	0.069	2.98697199071269E-105	Basal Tgm2+	Snhg18
1.49455300226073E-108	1.72070575072316	0.229	0.076	2.59394619072372E-104	Basal Tgm2+	Klk8
3.3093715967511E-108	1.2799263410047	0.307	0.122	5.7437453433212E-104	Basal Tgm2+	Fras1
1.10486726359933E-107	0.925492843677974	0.549	0.312	1.917607622703E-103	Basal Tgm2+	Tjap1
5.5141892266553E-107	0.560050712525758	0.953	0.869	9.57042682178294E-103	Basal Tgm2+	Ifi27
1.17256485482673E-106	0.90881368276164	0.56	0.321	2.03510356203727E-102	Basal Tgm2+	D16Ertd472e
1.31622825279175E-106	1.25935913477879	0.363	0.162	2.28444575554535E-102	Basal Tgm2+	Tns4
2.10757050022899E-106	1.492704502436	0.236	0.081	3.65789936019743E-102	Basal Tgm2+	Gria3
4.69896843193269E-106	2.69143902297572	0.094	0.014	8.15552961046237E-102	Basal Tgm2+	Omd
5.86625802945012E-106	0.515330815406583	0.969	0.87	1.01814774359136E-101	Basal Tgm2+	Txnip
9.46013300692161E-106	0.550407681707659	0.863	0.594	1.64190068468132E-101	Basal Tgm2+	Ccdc3
3.06239327291684E-105	0.742787252515365	0.938	0.863	5.31508976447447E-101	Basal Tgm2+	Junb
8.41603928754716E-105	0.889298260769992	0.567	0.335	1.46068777874669E-100	Basal Tgm2+	Ptpre
2.85886456228994E-104	0.905523632229368	0.62	0.405	4.96184533431042E-100	Basal Tgm2+	Smim1
4.736345886617E-103	0.884704222977701	0.549	0.315	8.22040192081246E-99	Basal Tgm2+	Fads2
5.16980142968523E-103	2.4877212514569	0.114	0.022	8.97270736136168E-99	Basal Tgm2+	Itm2a
5.26486460773253E-103	0.484717966950682	0.945	0.819	9.13769901318057E-99	Basal Tgm2+	Gpi1
1.13979581284101E-102	0.727298843266115	0.774	0.579	1.97822961276686E-98	Basal Tgm2+	Icam1
1.72390274270891E-102	0.694099148336106	0.697	0.447	2.99200560024559E-98	Basal Tgm2+	Ackr3
2.20045711268032E-102	0.891492599234432	0.593	0.367	3.81911336476796E-98	Basal Tgm2+	Lmo1
3.65293846833907E-102	0.85258313369407	0.618	0.391	6.34004000564929E-98	Basal Tgm2+	Zfas1
8.68951553488558E-102	0.334166420493083	0.999	0.958	1.50815231623474E-97	Basal Tgm2+	Rpl41
2.11152563906437E-100	0.365984205311805	0.996	0.942	3.66476389916012E-96	Basal Tgm2+	Laptm4a
7.76951969797296E-100	0.614366693306577	0.825	0.65	1.34847783878019E-95	Basal Tgm2+	Nop53
2.82939969227299E-99	1.75949282098706	0.257	0.098	4.91070610590901E-95	Basal Tgm2+	Adm
1.16604690867659E-98	0.826929450677339	0.593	0.369	2.02379101469908E-94	Basal Tgm2+	Rgs12
2.30387699773954E-98	1.22983606095865	0.326	0.141	3.99860891727674E-94	Basal Tgm2+	Hunk
2.34343533600817E-98	0.456243737233494	0.961	0.839	4.06726636917579E-94	Basal Tgm2+	Eif3k
5.74256746602196E-98	0.966632765704471	0.731	0.563	9.96680009402772E-94	Basal Tgm2+	Btg2
3.88826771271008E-97	0.968898385371005	0.612	0.402	6.74847744217961E-93	Basal Tgm2+	Ddit4
1.12055819598671E-96	0.92909508370481	0.561	0.348	1.94484080495453E-92	Basal Tgm2+	Aldh6a1
1.72982034297029E-96	2.46563935785113	0.136	0.033	3.00227618725923E-92	Basal Tgm2+	Ankrd55
9.1309855830641E-96	0.612009505487188	0.901	0.781	1.58477385779661E-91	Basal Tgm2+	Sgk1
1.82527447398492E-95	2.90453118191442	0.085	0.013	3.16794637704823E-91	Basal Tgm2+	Mgat4c
2.41200980790282E-94	3.03231440630241	0.07	0.008	4.18628422259613E-90	Basal Tgm2+	Mme
8.26172064064387E-94	0.735853423707181	0.701	0.492	1.43390423439015E-89	Basal Tgm2+	Spry1
3.19073331425251E-93	0.533866209468332	0.856	0.71	5.53783674021666E-89	Basal Tgm2+	Ctdspl
3.24770720230456E-93	0.575237396639384	0.871	0.719	5.63672062031979E-89	Basal Tgm2+	Acaa2
9.49223539773207E-93	1.59960434010999	0.223	0.08	1.64747237563038E-88	Basal Tgm2+	Art4
3.34302682822358E-92	1.04269306154165	0.469	0.271	5.80215736306485E-88	Basal Tgm2+	Ldhb
1.49119506444283E-91	1.31819447113294	0.229	0.083	2.58811815384697E-87	Basal Tgm2+	Sulf1
2.85511962562935E-91	0.305222314103466	0.793	0.507	4.9553456222423E-87	Basal Tgm2+	Cdh13
4.13705265124395E-91	0.860471619237996	0.611	0.421	7.180268581499E-87	Basal Tgm2+	Eci2
6.94058986613765E-91	0.332235316255	0.999	0.973	1.20460877716685E-86	Basal Tgm2+	Tmem176b
1.10826380506261E-90	0.934165366531655	0.442	0.23	1.92350266006666E-86	Basal Tgm2+	Snai2
1.22612195870405E-90	0.37846419932906	0.982	0.906	2.12805727152676E-86	Basal Tgm2+	Rpl23a
1.96368053985202E-90	0.874965251679319	0.457	0.249	3.40816394496716E-86	Basal Tgm2+	Sorcs2
3.90434136786238E-90	0.565109908062476	0.965	0.902	6.77637487806195E-86	Basal Tgm2+	H2-K1
4.0750538330293E-90	0.79859539207652	0.55	0.333	7.07266343260566E-86	Basal Tgm2+	Ntf3
5.5510994721139E-90	1.1430135485447	0.397	0.206	9.63448824380088E-86	Basal Tgm2+	Nradd
1.10313808127201E-89	0.763742026280913	0.682	0.475	1.91460645385571E-85	Basal Tgm2+	Ppic
1.99943910241546E-89	0.501587759925434	0.912	0.78	3.47022650615228E-85	Basal Tgm2+	Rtraf
6.5975150135173E-89	0.453065463098621	0.935	0.81	1.14506470574606E-84	Basal Tgm2+	Nenf
7.46579145317164E-89	1.38127443101271	0.256	0.102	1.29576276461247E-84	Basal Tgm2+	Klk13
1.08788478133533E-88	0.472545200804025	0.932	0.814	1.8881328264856E-84	Basal Tgm2+	Siva1
1.36686415850125E-88	1.13923699558452	0.408	0.217	2.37232943349478E-84	Basal Tgm2+	Tmem53
